0,0,0
0,0.2,0.2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
24.8423,20.8881,20.8663
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
24.9914,20.9664,20.9625
24.5986,11.9929,12.4886
0,0,0
0,0,0
0,0,0
0,0,0
24.6822,20.0601,20.3692
24.8438,20.5815,18.5796
0,0,0
0,0,0
0,0,0
0,0,0
23.4814,11.3917,13.7562
5.04963,15.6015,8.89621
0,0,0
0,0,0
0,0,0
0,0,0
8.01538,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.4354,14.2416,8.19642
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-16.2291,15.9401,19.992
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
23.863,19.7378,20.4997
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
24.1586,20.7379,20.7156
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
24.8033,20.8597,20.808
20.8478,17.2482,18.1393
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-29.4508,7.0334,1.43366
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
24.885,20.7194,20.7301
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
24.9809,20.968,20.9685
23.7792,14.639,13.849
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
23.3101,17.3213,13.5322
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
24.77,19.9176,18.7868
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
24.9755,20.9104,20.9601
20.9012,6.21408,6.44152
0,0,0
0,0,0
0,0,0
0,0,0
24.2111,14.0072,18.4134
20.3448,6.18484,3.16834
0,0,0
0,0,0
0,0,0
0,0,0
24.6339,14.4613,11.278
3.19638,16.6325,2.60949
0,0,0
0,0,0
0,0,0
0,0,0
22.1673,7.93861,8.06585
12.4848,6.48914,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.68039,4.18147,0
7.62958,0,2.47084
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6.57808,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,4.19111,0
-3.58229,6.3061,6.25942
13.7158,8.89708,9.33205
-0.021355,7.68152,4.99035
11.3177,-14.1849,-27.9973
12.967,-38.8846,0.5136
1.51181,6.16312,0.745029
12.1528,7.38358,8.37693
15.1403,13.5154,11.9633
13.6781,5.4383,6.06872
-12.2155,10.6396,12.5243
18.8746,14.3925,13.4904
5.24133,0.5136,0
0,0,0
-3.34814,-36.7524,-50.3376
25,21,21
8.52525,3.91433,0
4.81802,0,3.04788
0,0,0
0,0,0
0,0,0
11.9273,-8.67808,6.55169
-0.00291708,7.97967,9.46636
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.96,0.36,1.04052
3.90835,0,0.488
0,0,0
0,0,0
0,0,0
0,0,0
14.2115,2.27487,4.96695
0,0,0
12.6055,8.1251,6.39186
3.19555,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.35802,11.6233,5.16408
20.3026,10.4484,9.88644
5.39368,0,1.49251
2.35444,7.84765,2.53395
12.2892,6.47809,7.70243
10.1273,1.38729,0.976407
0,0,0
0,0,0
10.5923,11.1673,12.4847
12.2134,0.2,4.66132
18.3899,10.119,8.34528
5.91953,0.488,0
0,0,0
0,0,0
19.6381,13.6784,15.1403
21.6111,18.8055,18.1051
2.80204,5.77233,0
0,0,0
0,0,0
0,0,0
0,0,0
14.3596,6.16767,5.9625
15.8269,9.9784,10.3962
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-36.3896,-92.5612,-16.4775
5.78816,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-18.4566,-47.1217,-10.2976
2.56122,7.05792,9.533
9.08439,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.71454,1.27275,3.53831
2.49138,0,0.36
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.87571,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-64.0571,-29.9707,-2.08877
12.5234,10.2782,13.4669
17.7751,4.80639,8.60193
0,0,0
0,0,0
0,0,0
0,0,0
20.0708,17.7195,16.5956
22.6166,19.3118,19.1373
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6.48308,-39.84,0
